qid,uid,label
ae42e5d800df778744e58c4f66c0a45c,459ae7417d3ed523477fc857ba5d1d04,0.727794
255a6b2b6991fc073e6a99be2dea74b7,4653c423cfb39ca98fb7e0960ab98569,0.193593
63b564f4b1e9df2bf7d88330181a5770,48c812f1930a5748ea46fc1ef5c1fa80,0.039545
da7ecb0f55a6b30d90c46aeb0a79550b,48c96f9898ab2b80bb6cc4f6aa8464fd,0.191245
8d375725e49696eb83faecb590fa7ad0,4cfd03abcd423ff990ddd9e6f8398a4a,0.075222
dc0827c9558b445c042e9c31965b9654,5259f5af187694411ab73d2dd7200aad,0.067921
cfe02a046372730eb227bc78c7a8fc55,526a8f662700f88f95387fde7614710d,0.184957
25b46ece20ce36b4926fd825e31670a6,539303ea7ac5d1eb2f55311f7c580cb7,0.457308
ec4044876556feb6340a19732ad580d5,54608e8ba4c29bd0ad81a7b3c8955102,0.288022
cc79e39913b6dd7243368d721d91e1d4,5496cbca73d9a9680bc169b176919e3c,0.333626
03905ee91fb07f73ed46da498750bf8c,567ad9863e48058276759bc79297ec8e,0.161575
804c55c0aa509cb94c74346f9e3ce5f3,57be2aa585cb013320ffb34dd50991c6,0.167038
34e076fb5e455c05502cf43be29de818,5a31b829b1581280902e5a78cad8479f,0.901901
eb42f3696401dac71201c4e63963b83a,5b8d87d403ce52a4c37c294aef7a4235,0.130807
bde036813083e11d98f49203e1680114,5c08bdddb3428e42d3534d4cf5a28f09,0.157714
5262c7fb5e46a596fb0e3bf317c8536a,5d17fb07242f85daf64c949cda11d03c,0.958016
fa39746bc5c620d4beb5717f801e35ca,5e4e69837d7afc5e57c9cd24b8e57706,0.893665
7a662bc760469f12b0b91a18d2d6135a,63ce436752ee85ad2efd9aeab3a281e9,0.271338
d6d1fa567ea46d8abb64e1f43d049822,65ba8e1108853d6a4ecfd247a07c9195,0.181525
98f059109008cc34237d2bc108e7a6fa,6653710f4bb91569b1931dc09375ae89,0.276736
f0af4e6260fdbc0cc965b97d6ee109b3,68ad6e15db4d9962e815fc051e005d1b,0.878404
79adf26c32ced4e55865e2b7cad4d303,6a6d0b8fb676b9aaf2343cd34c676372,0.114200
8474960630445e046552411967a5de7d,6ca9ac2c0483c00e480ffe38a29da91f,0.132533
8a0317a814e0445ecd86ebdfd2155e61,6da2850ffe01f7afbf0b2d0e51042728,0.958273
5ecab1c1fbc5d961e5732a9a9bdbfff0,71566a47859582ae46823b27966e5d7b,0.128363
7be10ac42ba28871e1926118e5cd7432,73f80856e8082b9069ee5135b517390c,0.129748
bf1281e1549cb12dfac3818b0e12acbd,745f9be9c1db1a298e6a59e6c44eb321,0.337701
8d99ff8cb9be35c021bd53b7b631dd1c,75a6ede912eee32565fe155804a45a7b,0.223817
f75af819d1c3482b54751a915b2c1dcc,7930455e1f2598036124f14577bd490c,0.169498
04bfc22140bd5c754cda659859109cba,79e657f80fe4ac561bd08de13e2e860e,0.115224
b7d208025c69143545647f8a5fbb2e25,7a4e05b767601e15ee7fb901e3ab40a6,0.100206
e7fc4836f02ac744ea65c11ef3f35359,7d8c6e92d5788b23d17d882ccfd51efa,0.473353
eca2bef6691678dca0361e8eebed40cf,7f04812b8348433f1e571cae824ab716,0.096451
e1a1009e93ea09bdd981029b592d89b8,8276644a868d3845ea4e7fb6e38b0457,0.493277
0efd6a46db051f5f2f1b455f5ebe881b,82e754f5a1cfb214e842f99cedf8c8dc,0.984101
d9b21b020c31c1cd41d6704ab427e013,84ccacfac63388c2763ab6be7e253395,0.183688
163f9917740b73985467a4384c0b6535,8572b4bbfa6fb7c136eeb3e07b630d82,0.994572
a11a846ac27226af0a5c7c879181004c,86f969d59cd32763106618fd2a2382cb,0.290891
bff3f7792a94a4ae10655686e6aa934b,898a8ae0843cdaf4581f0d1ecfd518ac,0.076051
00407e72c8329fc01d47f5949aca7732,8ade171ff2de2d877ae2d156c092d12d,0.999786
729b2150e8437ca1bde55348b1c88b16,8c3a2b4ac102ecea7e07b40914249194,0.234537
26d118ae68ed1a25bf687fc8583aedcd,8e08aa973d48144d62a795354f142cf8,0.485625
7430bba6e073c0e88daedc73f62ec97d,8e185f749ec5b80ccd0e81ae7d2a57d2,0.300424
7c973beabae95ece34d31dbf1fa03bae,8fe42282bbf89de82f576424e21c872c,0.423173
78d1fe3491b71ab01738e40b505b23b7,90b383f37e6f0e80f85362631d4db544,0.175625
40ed7a89f51921e410d278658b6563ac,9258b35a21185673ca40acd6a05417e2,0.558453
217d8799a14c514c3d3c557d16d41fd1,96386bcfeea58ce604a7bd135aeeaa8a,0.113137
53aa75e4d833ff00b792c3c6fa4b0034,9bf378d05627e5eb5f3a065f70648cdb,0.217265
0f929b143d6c670874ae558f21f49bad,a26ebe0546eb608c3d6dee9c953e7b62,0.272744
25c1e69cb56115d35f33f7be1641ddfa,a3c4f6e1ae014f7850178c47ae3429b8,0.100301
b761c915a92948362514ddd2bcaee7bf,a42f832a2d6a25529d1d1481f644759c,0.147508
86842116f6cfeb638436cdb05dc528fd,a5cd7afe99ce6f14d450153b4501fe87,0.999998
5de9890915e9dc6f4e226036c6632667,a76e0e91c1c7cc058725a2c9a6ee0449,0.133412
86ea266940b6e3f2b955dc97e601db11,a80c75aba6a474138a9a98976bc1a6f2,0.251571
9255ebde1cfffa535cfea1e98caf3f27,a861219c5d9073fdb13f4779ccf5dcb5,0.206017
9255ebde1cfffa535cfea1e98caf3f27,a9d84ca7563be0cde9108365ec20828c,0.206017
605736b6dd88f75e389528dd5891ed49,aa884fde23c8144e4f56a06e81ea7fca,0.137442
d5dc469f41472aff2bc1cade21a969a1,af637ccd13b5cb533ba99738d4524878,0.928743
af35b3f967e42f8a737d6054e6859ddd,b00cbe7204037ccf3c53f728d0fd825f,0.075222
ef32d39b22c63e7cb8832ef63d4c40b7,b06d48f58b4cfee1a6f216ec0babbf2e,0.144628
71e6cf2ec248247602270b0172a060d8,b2f61b9a0a291ef29c7cd536628d4340,0.799023
692381d767978244e87ed5be6af26bc2,b39aa75f38051cbe7c2a1671a7acf366,0.091854
d314268081b57fbd89a34847a7d00f5c,b626d3bf2aa963b7dc2bbaa32a5ed545,0.309097
126d6d6126b831ba6ab13b684872e2a9,b69afb3a48c0b10214a1017b63b0fbb4,0.545996
acf90148f0dc8fc047e09622f67c1424,b734d387968efe375d860210dab9068e,0.109895
01383a452ef923dd8452c25e067ef099,bd11a76df849072f610baa9851b61b87,0.887727
b569011c4529bc2b1ecad91b611bde44,bd23cb12dbc60d26dab8786029549738,0.072304
e5667442a21aa5b5d6122b0d1078024b,be04308ff3fb6049bceb9076a36e8246,0.956949
9395e1d76f4d641b90b2ea271790ef43,c005eb62ec3c022298f7a884b5268a20,0.608941
3c1f19b558364d200e032327c6931e47,c04a638fdb700c8bf8c90274b68cc08d,0.882037
e9c9a59dd0ebae494529142c36724b50,c1b5380d820a3950506d2a0e730ea5a6,0.181160
d2d239b61d325b015fbee8121368f4d1,c76c2c8c418fc7d7f6c5bd67b9de9dd1,0.158127
6a4c8b431c337cefa0131f5959d8fd63,cab44b1fc3392af583cc1e3ec30971ee,0.191342
534911f4501deddcf524dfec245a31b3,cca7174ab8378e42fd9c5db77bf95bd8,0.269963
86529f944f4e6ad5977290a4b5a99876,ceb41dfb9c247e150e4ede41f7ce7565,0.120332
71bf4e3b735a46d8c13d9e2584609673,cefd11d381331f1d0a9a86723d203490,0.041460
ee639f6676cb2cfdfc7260f4c715faee,cf5bc820097d8f9f9e120532a81c1704,0.485024
0f796662faea8e50af08e5512a9065fa,d2e00fcf465e9ad4105999a7bbead8c1,0.280613
5bee26c547a5551a87da96e7e85027a4,d33c0d6d49844a67678515609e00922d,0.932770
05db380cd61497fc25dd3f62aa6a971c,d37aad0edb80c951f623a835c316310b,0.503036
14293b550389354920ddbdfc6f81bbda,d624b0d7a853e9c43e059caf51ad2e79,0.320682
8d89f011242c76cdba38c4b1590df6ac,d7b50c1012f10022ce23379047534763,0.425639
6ba95e3f9ddca307202ed78021bcfdaa,d7b7dd0ecf33aa1f3bca45fb0640b018,0.496662
3310c0185351d6da012b81859e2c3947,d7d4c042a02ca98ac8acadb19eb328aa,0.382428
3d621793039bc74e103e9bff6f79a703,d963fad320aa10637a7c29b3956b788e,0.182565
c762b183d8a40bd865935a9a661a87c9,db4a4efde86ed2cc058fd703b077d8ee,0.412795
8f8c7264ff747d48fd53cc4c15530361,df3a83be29fe4ebf054c9f82154fd26e,0.184273
129a34ffc91b7ec7150eded9317a7e07,e078dfcc4878f8033ba424749f539400,0.155543
a9cb281dff37f7dc3afea4d6e0fabf62,e1d206cb7ec3b94a924a4be7af20e9b9,0.054705
0f0bef4fee4a1f41cdf83eaabf823aec,e1e81e992741156a12773a581f075c1a,0.388376
deba2c0feb93f7173a933f4a6463836b,e36432459dbd1d0b2f4ffabe3e2ce737,0.674898
d19b21f05e6a0a103a4a780a9854fb9a,e61ccd9214966776e29b14918dcc2085,0.593308
fb1802de616a28e810711f001f78a88c,e6ca7a4494cb4b40d144a1df716b0cfc,0.255375
d402ab22a0f2330149a7d2bb1e68bffa,e830f00fb25c836d55965b97626010bc,0.971296
45352261b3bd8a6c8c2e7815505be5b9,e947383bb7cd81cb9dde5ac16963e5ad,0.174730
32a54dc82bb84648491bdf62674601d8,ed0ee8bd73a17fa657b1ea7ad1d32fdf,0.181403
c503f8ead2e68f8746f8f817f7d4b237,ed1398993e7c099ac947c0175c31e9d2,0.186677
e7f0615f9b2927c9258c0cb97021ed6c,ed4c5d688de0e9b127a3c31374bee8eb,0.092848
ff8d5bafa882b6d96b26500ad3b0ec5e,eee31fe624795980664583829d42e647,0.183104
0bf1d1d2188fb104cfcf0821ff8ddf3c,f04db86ee4cf8a3b8ae003d869d297ca,0.172098
bde036813083e11d98f49203e1680114,f0947125e84745c2b75707d69d2f59d8,0.504803
4aa0902be70c4a6a333c8dea5bc2aa6d,f11577a82ad0224f11b5490a0feaa3b1,0.306650
df7ccb311126c56e725bd5628015f910,f3843198ee4bbd4974dc5b8d97f3c60c,0.174570
fa39746bc5c620d4beb5717f801e35ca,f51d048a10b98164293cbacde453a59d,0.528410
0e2d9e204da3b169392c18285ee17590,f7e733c5506f13837423074c80b11df4,0.096052
d997ecaca0ff508e70c30c1dbcb6311d,f80aee34cb96664bab4e8e265eb688b4,0.170411
c2a2764749a0b271cc84e18bc8dfd1b3,f81dd1fbf9a5177e379e5a87aaebc588,0.582606
92c4bfe7c37616f39acdf8c553f72d76,f8db1ab379e4b1f09798e5c27dac2b31,0.999984
70a388511a6dd3ad4b9f7b007138f8b0,f91a1c0647d847c77c7dd70fbdca3c0f,0.266056
29528c8aae96673632f20315e145453d,fb5addc408fde6796950ad2405f1caa0,0.225029
f2b5d1f7aa9a22630a05641a882268b3,fc9a3f7c9b87028394319fc30f725670,0.855136
d0bc8045f78bf840763269f8bd2fea26,fda33bfe66efdaf619a982db5d3e99dc,0.190112
1a8d5bc46faba6483009db74a66a888c,fe3a057084f1141b50b01fa4236b87fe,0.232697
01a694342abc2770bc3d35e6f3ea329f,fee5d7c7279b01487d9b21333109227a,0.167375
4c191649832ce1e9d53253b73b809d8c,ff0a28d82e8e1b7c8b45452699fb6987,0.408015
a28cbde2bc35cd3a508d5bfb1bfebe4b,00ff64625dfda7e3c13253f26a143c52,0.126124
e01d8f38824e1b37a0a3e77d4b98cc99,01261fbd670dffc1387f417a0cce50f5,0.975144
f127f3862115b49b4e0ec9cd88cf11ab,04173346d6199993b0c5b550495e54c5,0.961844
72ec975d391011c3d1b96f669c4a9a10,049677e764decc80a4f4e053932267e1,0.490862
392d64710eafb5ec16723ff3181341bb,049ec658ebade04ed24ea3b51d42a888,0.129736
c05cb644d2d5675f4f1cab07ccacd5df,081aa0da93ff531fa78281480ab8fc05,0.201400
9e4c82cf8fc95ad1b507737dfebf12b5,0a5843990e5a6d45cb4133d18578c642,0.992756
f1fc6bf3d4af1e9fc7b64f28b230b9c9,0bb8dbe98ce91c697a09245e0be9bbfc,0.746641
70049512850f899cff4227b8c6b2279b,0e9755ae62c189deacccf297597126af,0.128589
f256c194563081a78100ab23b8b0bfa7,0f5a348f9fea72da3536ea5bed2b6e42,0.812539
75049b949485c775a58076f0243e0852,1030b990597abe7d64f9480adda6dec0,0.961203
26d118ae68ed1a25bf687fc8583aedcd,10d4f5a2a67878de2499a51831a73bce,0.579685
783677b9b233d5b8d0dd9feb4808489e,13df7bfdd08464938661d32b5343951c,0.471885
d2d239b61d325b015fbee8121368f4d1,15dd4c7588d5c05e5749eaefca1522da,0.158127
24052b727b1bfad7a049d0527400d7d2,19d12b68e25e2c7ce6f44c646af2a195,0.090300
bb7d6773a36dd6530b94644375add2d7,1a4b36a2d7f20adc805d4e3178674595,0.072077
2f2fae84ed18d70b45d2f9a00a742d22,1b97ccf1d9f711a828bc658d450346e5,0.039545
a0c6cff489ecb7a1cb91ecc41c3967b5,1cf851288020ab3b94f1867d5d0a567c,0.069764
3d237e299b34252a4ddf9e9a1bfd1ffd,1d76ae2409b684eb1a5f3a9c66899e5f,0.906524
1d75ef2319f9d48d9216d9c8a9ab1889,1f84ec094da2f22ee6a452af686eb892,0.199089
a5c4635a5bd09049d375520c941f9569,1fc1783a0a409dd1eab0d5c4e00c0b38,0.342259
3c41a767c2634c4fcaa6ff46f7d96ba7,1fd22f173d0c02df111414bdc753e4c5,0.697700
a30d63ad6a8beec0f73c91a1c7e5e4d9,219706bbd151388f17c7405d60a646af,0.351009
ac63c84b92ab5d0a371e61d4eafe6cb8,22114f320d6def8a075cceaf9418f506,0.095398
3208190ab82b7621a7d9c6d3ab8687a1,23ab9062fe7038c7e8dd3868579200e0,0.382113
3d86c6ca77d0f71b974bb1d4e7410987,23d565998ecf4e5a9d106bfbd749634d,0.083209
aee881c18244e06d4ad36817352a090f,25c275344e94527121b68341a9b2a426,0.228391
25d769e0ee4a62e21950f36dc1bedf6f,26753797e34a672f95b18ef2f7165cb7,0.465912
b9cab500698f6484bd7cba9fb6581d7e,26983414b6b340945278bd86659f8772,0.295822
70c09ea98d2db8da53953a1a1d80038e,27fccda47307a2494652869d0f34c55f,0.252167
d8f312536e6c04bc13d65412be798d78,28d98a802e859047ca43c3eaed0367ac,0.138316
84b9b35413af086bd57b1651ee00dbf8,2a2154113cd15e9a1a7bbb750866c1a7,0.158746
681b811da1cbf5bbf2b184c1ec34381a,2b792febce3204554b8537074a61b3b4,0.157340
0653a9c6afe12f3802352a74e73b9789,2c7f05c5c0fd48504edc1f63682f39f7,0.138495
8376e6b1f4c0d450382e03ca36da61a6,2f9f1ef8bff1b3d16e31629f7590315d,0.088924
ecbdc5d2204da79157eb8baad75bdd71,304dc09c49124690fb7b9af71aaccc7f,0.925635
bf99f0a03a1691c6d7b279b430ad236a,3281a8564c22151bb445b748d5708aa1,0.212807
642ca896b11142a5514bbd0ef2a6f10f,3387eb928eeff9913cf66e593628242f,0.301724
f5e078306b396ed878200c022e1f96da,33ec0e25b28a8e535f61e01b90de8714,0.092852
055d9c9038b45e525ffa8a4ec5d32ae2,3586b5d88a3f3ddbdf5457d934fad037,0.747122
f4e1c3020fa5ba530e06acf3ad487fb2,3754ff5e388bfe62feae357bd07387de,0.280984
acd5f47c8ec77da8a8e4dbc7c40f6a96,3947e4a2b976de6a5105465203aa9ddc,0.726049
ec49f41e575e27e5e8a8117b71d9b8da,396706231dc5de428925a38b4da496c0,0.815967
6f2b7ca00550ea3dfa5730fa4895d038,3fb50f1c15a690683079720bab440096,0.094799
bcf6a4f4f69aa529afadca9b8a6df815,40d6b6a0abc5dfb6e939db67fb68747e,0.183966
fe8b3ee57ace71fca9168b9d7bec2163,41a401dce95d817fc5528461bd2eff7c,0.241364
51a42d62e3173c89c68a88fc563f006a,421a964f6477b07a8da9ec0315a786ad,0.341151
d2d239b61d325b015fbee8121368f4d1,4242065b17960258eb51cd7fefd5e067,0.158127
77dbc5caf52239c2dadc7074159ea7bd,431b210e3b2904c3ce4181fa4972d512,0.039545
26fa2cd194ca123db23762aa5d07c8dd,439311669a28719719a573ed9c09a4f4,0.151130
a3f218c1b6eca498e3493cb909466fde,4522e7bd6868b7f460bad273b250bdb4,0.978496
0b3ed7dcb6b3d82c7c5aacbd71f9d88d,4541fe6edf821e983ab931b816fc6481,0.599183
079b1ecfebdc12bf97b003ed606896e0,472b5ab81fd44bb4ebcc3d1b6146561a,0.379809
2593ca7b56705d68cd270c9eb193d262,4acefee69564cc5a8d2ac4d81cc30994,0.998478
5f6066c5aa84467b392d10ebb5878040,4c47da1811da1116f6de19317bdd9f1e,0.301341
ac7f9a869590e5997be83d5185d967f4,4e5465df6187fccb84298b11e5856a95,0.818872
a762449f66c45b45bc6498e3d86909f0,4f4dac36b4680b4ef45951939c7e9590,0.289528
7430bba6e073c0e88daedc73f62ec97d,4fe4a751541b3fb1f326771c5d06ea1a,0.632026
590e040a8968e6cd592bf4b3b51d284e,50eb288b2f47fbbd3865f4a88b2317d9,0.988099
e0dac6807b7991bf46c85bca47ab8106,5756bfef7fda9a89ba79e8a65712b9e6,0.866791
b6a9b7f2acedef609ca3f1987561eca0,59522940ee2863a8da43ae32e63a6407,0.275033
fb1802de616a28e810711f001f78a88c,59bb89e956af228450b3fa8c3885172e,0.177529
2b09ecae82614f5a11a2a11640461ca1,5c9ba04ebf6bc27458fa80ed267db71d,0.917979
8c05de138de897d54958e108971380cd,5cf6de803b3653b6d6936dbf9b6d497b,0.290406
86e6ff5013e280775afd1f3368f00918,5d35edb95d1d83c9c4d10281fac0a26f,0.113122
8aefb6738aae232b9abd060819b05af9,5d5d4ac0d9e96f2b736855143d47431b,0.165363
238fd8c5c8d727421ff682c05bc7189f,6403fbc6423416db0a11c3cbf91e30f3,0.927697
12fc6bc7303a9cda0863aa73f2d984db,65392c8852f1dea3438baf908416d548,0.250174
890bb015f913aecb4e0c236d9d8579bb,6a8fa3cebd983ea6ff08ebd2f291c6ba,0.953767
4892c7ebe01900e10c23a35974a942e0,6beb4df24f7dd6fb5caa5afea437c2f0,0.075222
d128ca8cb1d546705036249eba75bab3,6f2645a07e0cb5a71be55d8d0aca535f,0.072176
eab868cc0a6f346039abe08b4479c669,70d184bef47049e97c211b473d454dfc,0.198922
0e5326d055cdf5cbac7a41c3038ed7f0,73bd500a018160ccef6ecbe7ea7e4025,0.297190
37022b471b1fcfcb7690ce640437f4a8,74c79464bd8787ff0668a2227f479e52,0.910718
47766730d26d60cd85be002b35f34868,7661c486d439ba18e0d88e705e736114,0.039545
26657dee07de118cb0c3ae1e17062c14,76aa991ac161e623e4ca20747e4bf026,0.177187
4939a4e570b6079a97503782e8fce07e,78534051000e946f6432616839611c6a,0.631602
98a159a7267a60b2ff105dc6df6a887f,787a94fd74e24ffcbc09110a9b957704,0.082670
549cef934d26187a0d7c8eb6008198e6,7a64f7c90350cddde0340de54d34eed4,0.623275
6928456febe78441e4df6dfcbfabfe73,7bd157df871f9c88c58c2629cb9c6027,0.854902
d7777c477211a91893a689c60d9dbec2,7cc980d72b64a0b51241de059ea50aa4,0.199702
69f42f74ed966fc15c6a5e0d85a24402,7d596d4d5c7077b6cbdc7e0edcf1a925,0.427858
b823ddee3f0cc347e4993e27db1a55c8,7f8d71fcda9b14b8e846840de35dedc5,0.284274
55fa0a91e4779b19c8b032071b74f331,82df65a3d1c9901d9469c794a6ef017c,0.264140
41af430507dd56db2c37e71ac7310dff,8305b1719896b8df70f0ff155dc7ebc1,0.129321
6e68eebc143b87a68075aef267fbdbf3,83d1748dd66b351d2cbd53737fb29b65,0.174208
10776e083749cd201685d882c111026f,85b25d6257e0f9d679f6862d68739a4e,0.259067
b29587c4d8c357791f44563ab10d4a39,863b9e61eebe7787883d72628764ece5,0.817165
8cc470e1c655b5bbf6e8684509b44205,87b7a6ed436f0a7df4520ea1f4816acb,0.840430
8b11bc9330ad810e111737a94b50cb01,8cbdd6b3da72bbcb0a15b27a10cd65b4,0.125809
a5b7dd44c3be1fcf72e0d54194dbef36,8ccbfc7d8e13cbb43cd0b160dd4a4b0c,0.108048
e86380da3679b8db18334df981e1e2a4,8f23f2630ad7656cb08a412ede813fe6,0.296578
ea207a98283e0e65208a8d367bb5ef3b,9115346d3bc7e4116b71a5470451df60,0.055662
1617d9c1f92a77fba410634a1c3c9868,9186e5c3c3174714e20beb7270285982,0.155200
09698971cfdcca1b0eb9fd444edc596f,92ec3750ab114729d238d43c7381b600,0.998175
935bd36b654f5949420aee774e90593d,934706c3ca429086821811e5c61de8b9,0.858432
a7b6d9c97c508834e588bee69fead174,93a5b1a992a501aea1803fc9a7a76de8,0.105531
890bb015f913aecb4e0c236d9d8579bb,9420031c2d1969334908cb02434267d4,0.114336
0167e1f2858b8cae92088c57fd521931,94c3b9050d2f412ad718660af457847d,0.135134
a3159c243c3af51abd654cc28e21faaa,94ff7fa4a645cb994593e13d456d84b3,0.324399
6cd430212db67afbb76bc4c3581b9733,9cde1392dcd0e4936bd369e07366777a,0.099450
211feaa8ca565b34c161f1aa6050de3a,9d31cda1e4ea4618fb659fb4b31addeb,0.216528
3d237e299b34252a4ddf9e9a1bfd1ffd,9e0b3f23e4f6a3172e65e41cff3da484,0.224195
6928456febe78441e4df6dfcbfabfe73,9f5eeb3a9a1f125e2c13fe43d812de97,0.484328
a3159c243c3af51abd654cc28e21faaa,9f5eeb3a9a1f125e2c13fe43d812de97,0.414382
ed4ce12372f1ce00455fe0af56614f54,a0e13cb5820de84bf1431f102c0c50fa,0.106903
211feaa8ca565b34c161f1aa6050de3a,a53d45ba34e332c746f049c2616f1135,0.633111
d9b652fcca34195d18ad90df1f07958a,a8ce33b79f0acd6624ac3f2a1d3b03ec,0.337035
fb0b889fec1d8729256e2b371a2a3ca1,a8d3b127cd7aa278689b2086953363c3,0.039545
f12da8c5727e4be356189d7e09ee435c,ae02bed1da281b74555edeb6da625b0d,0.972218
227f291b96df8bd547f73ffe53be7070,ae927998cd4b8dc4f11b2860fc78d179,0.134708
d11db563c7131382a444afd20b35a794,aec2513d1e95b6344754872808f12f63,0.263709
07f526dc845cb32b27cfa67f1fcb9515,afce33035d2d5a0abafb48e2a5314352,0.651730
5523c4910161a289ec5b0ddf1a482667,afe5958c5e47ba1179913aebeafbe079,0.149185
6da271f3c143f9a74b3cddf4dcdbbb88,b1db07e43571c7fafe11a9177b6b2896,0.176436
dbe3a7622ba261935546ffbbed1d298e,b3b4155c6de0d7dd9534f8fd001233b2,0.178390
11a4d66395ca8eac22a6441c219824e1,b45528e0a209c026bab5273780dd6e4d,0.040808
a35c0190ef079f7a60c8dfc285cf26f1,bba3b0f848babea027ca9f604fa438c4,0.194279
95ccc8646371a33288bb80a523290131,bc466fab372de5760b272ab89b8cf6d4,0.290333
3945a1c968499e2e16a627b94383a8ce,bd8044d8f3f9c3cff6c9fa51b20c1c4d,0.662472
030ddee2f65eeebebb8f39285d2b8b97,be087fe20f4d1b8a2c6ea0680196224d,0.112185
1a62eb168c43125e8be85e66ccb18ef0,be441a01042abe8c2a6b1a2beb2b749c,0.056424
6ae308aa44a59a3d954e9586e52c7d15,bf0446d90506db35137dc075019fd24d,0.113137
0d74a857c7dd346f3fa3d09413602c22,bf711a8f2fa0e451e6b619a12f3e4345,0.995856
ec4044876556feb6340a19732ad580d5,c063e79f1910cfe9d5b83f4aab905a28,0.362634
522d05141cf3b807e17c3095acf48198,c6186780dde810236596cefadf98e1ca,0.252354
2daf2d952579496e13c9db619c7f45aa,ca5d5f1b46ec0b58dd444e2608ab08b4,0.591418
ad9aad026b408e7d56bf57e85dd47eb7,cc644f821af2f8964bf558bb7c65e14a,0.321439
b06674d5f2135b4f296d25677a795f80,d3b396876bcb56b65ef1ab774d4267e1,0.265296
c3efd05fc83791a357db6059ef851053,d4acebb99cd3b241724f9a2feacd4c45,0.076816
a8148b84596dbdfddfd9ceff79efbe2b,d9a1463e24f8bf850d22466c990ea559,0.743011
eea69b554a32bf706b4c0c49d823e46f,dac9da64998972ad7ee008b5954e6fe0,0.204061
